,movie_id,averagerating,title,genres,domestic_gross,foreign_gross,total_gross
24976,tt1276104,7.4,Looper,"Action,Crime,Drama",66500000.0,110000000.0,176500000.0
24996,tt1371111,7.4,Cloud Atlas,"Action,Drama,Mystery",27100000.0,103400000.0,130500000.0
25006,tt1418377,5.1,"I, Frankenstein","Action,Fantasy,Horror",19100000.0,52100000.0,71200000.0
25008,tt1425922,4.6,Black Nativity,"Drama,Family,Music",7000000.0,436000.0,7436000.0
25013,tt1453405,7.3,Monsters University,"Adventure,Animation,Comedy",268500000.0,475700000.0,744200000.0
25027,tt1477076,5.6,Saw 3D,"Crime,Horror,Mystery",45700000.0,90400000.0,136100000.0
25030,tt1485796,7.6,The Greatest Showman,"Biography,Drama,Musical",174300000.0,260700000.0,435000000.0
25031,tt1486185,5.5,Red Riding Hood,"Fantasy,Horror,Mystery",37700000.0,51500000.0,89200000.0
25053,tt1541995,6.1,Snow Flower and the Secret Fan,"Drama,History",1300000.0,10000000.0,11300000.0
25062,tt1555069,5.5,Mary Queen of Scots,"Biography,Drama,History",16500000.0,29900000.0,46400000.0
25115,tt1629376,6.1,7 Khoon Maaf,"Drama,Mystery,Thriller",270000.0,94700.0,364700.0
25143,tt1648179,6.4,Here Comes the Boom,"Action,Comedy,Sport",45300000.0,27800000.0,73100000.0
25144,tt1649433,6.5,Vidal Sassoon: The Movie,Documentary,86000.0,38600.0,124600.0
25168,tt1675192,7.4,Take Shelter,"Drama,Horror,Thriller",1700000.0,1400000.0,3100000.0
25177,tt1694020,5.8,The Guilt Trip,"Comedy,Drama",37100000.0,4700000.0,41800000.0
25200,tt1720616,6.1,Friends with Kids,"Comedy,Drama,Romance",7300000.0,5800000.0,13100000.0
25344,tt6843812,5.0,Baaghi 2,"Action,Thriller",1300000.0,29900000.0,31200000.0
25398,tt7137380,6.2,Destroyer,"Action,Crime,Drama",1500000.0,4000000.0,5500000.0
25701,tt0480687,5.9,Hall Pass,"Comedy,Romance",45100000.0,38100000.0,83200000.0
25757,tt1979388,6.7,The Good Dinosaur,"Adventure,Animation,Comedy",123100000.0,209100000.0,332200000.0
25777,tt2015381,8.1,Guardians of the Galaxy,"Action,Adventure,Comedy",333200000.0,440200000.0,773400000.0
25819,tt2083355,6.7,The Best Man Holiday,"Comedy,Drama",70500000.0,2300000.0,72800000.0
25833,tt2096673,8.2,Inside Out,"Adventure,Animation,Comedy",356500000.0,501100000.0,857600000.0
25912,tt2209418,7.9,Before Midnight,"Drama,Romance",8100000.0,3100000.0,11200000.0
25982,tt2299842,7.2,Pieta,"Crime,Drama",22100.0,3600000.0,3622100.0
26127,tt2567026,6.2,Alice Through the Looking Glass,"Adventure,Family,Fantasy",77000000.0,222400000.0,299400000.0
26176,tt2717860,6.0,The Riot Club,"Drama,Thriller",7700.0,2100000.0,2107700.0
26228,tt2901736,7.3,Ilo Ilo,Drama,56800.0,1100000.0,1156800.0
26562,tt3783958,8.0,La La Land,"Comedy,Drama,Music",151100000.0,295000000.0,446100000.0
26634,tt4044364,8.1,Citizenfour,"Biography,Documentary,Thriller",2800000.0,202000.0,3002000.0
26650,tt4096620,6.5,Troublemakers: The Story of Land Art,"Biography,Documentary,History",29500.0,9100.0,38600.0
26778,tt4530422,6.7,Overlord,"Action,Adventure,Horror",21700000.0,20000000.0,41700000.0
26789,tt4559006,5.8,Ae Dil Hai Mushkil,"Drama,Music,Musical",4300000.0,24100000.0,28400000.0
26859,tt4799050,5.2,Rough Night,"Comedy,Crime,Thriller",22100000.0,25200000.0,47300000.0
26884,tt4871980,4.9,The Perfect Match,"Comedy,Romance",9700000.0,745000.0,10445000.0
26918,tt5001718,6.4,"Everything, Everything","Drama,Romance",34100000.0,27500000.0,61600000.0
27103,tt5758778,5.8,Skyscraper,"Action,Adventure,Thriller",68400000.0,236400000.0,304800000.0
27363,tt6791096,5.4,I Feel Pretty,"Comedy,Romance",48800000.0,45700000.0,94500000.0
27482,tt7388562,6.7,"Paul, Apostle of Christ","Adventure,Biography,Drama",17600000.0,5500000.0,23100000.0
27718,tt0817230,5.7,Valentine's Day,"Comedy,Romance",110500000.0,106000000.0,216500000.0
27723,tt1001526,7.3,Megamind,"Action,Animation,Comedy",148400000.0,173500000.0,321900000.0
27742,tt1124035,7.1,The Ides of March,"Drama,Thriller",41000000.0,35000000.0,76000000.0
27743,tt1126590,7.0,Big Eyes,"Biography,Crime,Drama",14500000.0,14800000.0,29300000.0
27745,tt1152398,5.6,Beastly,"Drama,Fantasy,Romance",27900000.0,15300000.0,43200000.0
27749,tt1195478,6.2,The Five-Year Engagement,"Comedy,Romance",28800000.0,25100000.0,53900000.0
27751,tt1205537,6.2,Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",50600000.0,84900000.0,135500000.0
27766,tt1322269,7.2,August: Osage County,"Comedy,Drama",37700000.0,36500000.0,74200000.0
27775,tt1333125,4.3,Movie 43,Comedy,8800000.0,23600000.0,32400000.0
27781,tt1355683,6.9,Black Mass,"Biography,Crime,Drama",62600000.0,37200000.0,99800000.0
27787,tt1386697,6.0,Suicide Squad,"Action,Adventure,Fantasy",325100000.0,421700000.0,746800000.0
27790,tt1397514,5.8,Journey 2: The Mysterious Island,"Action,Adventure,Comedy",103900000.0,231400000.0,335300000.0
27801,tt1417075,7.3,In Darkness,"Drama,War",1000000.0,4500000.0,5500000.0
27807,tt1440129,5.8,Battleship,"Action,Adventure,Sci-Fi",65400000.0,237600000.0,303000000.0
27812,tt1462769,6.6,The Odd Life of Timothy Green,"Comedy,Drama,Family",51900000.0,4200000.0,56100000.0
27868,tt1599348,6.8,Safe House,"Action,Adventure,Crime",126400000.0,81700000.0,208100000.0
27874,tt1602472,6.0,2 Days in New York,"Comedy,Drama,Romance",633000.0,1000000.0,1633000.0
27892,tt1620680,4.2,A Wrinkle in Time,"Adventure,Family,Fantasy",100500000.0,32200000.0,132700000.0
28000,tt1734060,7.5,50/50,Documentary,35000000.0,4200000.0,39200000.0
28030,tt1758810,5.1,The Snowman,"Crime,Drama,Mystery",6700000.0,36400000.0,43100000.0
28032,tt1764234,6.2,Killing Them Softly,"Crime,Thriller",15000000.0,22900000.0,37900000.0
28038,tt1772341,7.7,Wreck-It Ralph,"Adventure,Animation,Comedy",189400000.0,281800000.0,471200000.0
28067,tt1805411,6.8,Son of God,Documentary,59700000.0,8100000.0,67800000.0
28137,tt1872181,6.6,The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi",202900000.0,506100000.0,709000000.0
28213,tt3996044,4.8,Intruders,"Crime,Drama,Thriller",69100.0,2900000.0,2969100.0
28232,tt4073790,5.7,The Darkest Minds,"Action,Adventure,Drama",12700000.0,28400000.0,41100000.0
28362,tt4468740,7.9,Paddington 2,"Adventure,Comedy,Family",40900000.0,186400000.0,227300000.0
28412,tt4630562,6.7,The Fate of the Furious,"Action,Crime,Thriller",226000000.0,1010.0,226001010.0
28420,tt4653272,6.9,Buena Vista Social Club: Adios,Documentary,123000.0,578000.0,701000.0
28435,tt4701724,6.1,Early Man,"Adventure,Animation,Comedy",8300000.0,46400000.0,54700000.0
28484,tt4925292,7.4,Lady Bird,"Comedy,Drama",49000000.0,30000000.0,79000000.0
28663,tt5690360,3.2,Slender Man,"Horror,Mystery,Thriller",30600000.0,21200000.0,51800000.0
28741,tt6000478,6.4,"Roman J. Israel, Esq.","Crime,Drama,Thriller",12000000.0,1100000.0,13100000.0
28907,tt0337692,6.1,On the Road,"Adventure,Drama,Romance",744000.0,8000000.0,8744000.0
28908,tt0383010,5.1,The Three Stooges,"Comedy,Family",44300000.0,10500000.0,54800000.0
28926,tt1895587,8.1,Spotlight,"Crime,Drama",45100000.0,53200000.0,98300000.0
28967,tt1951266,6.6,The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",281700000.0,371700000.0,653400000.0
28978,tt1966359,5.5,Father Figures,"Adventure,Comedy,Drama",17500000.0,8100000.0,25600000.0
29073,tt2101341,6.5,Dead Man Down,"Action,Crime,Drama",10900000.0,7200000.0,18100000.0
29235,tt2334879,6.4,White House Down,"Action,Drama,Thriller",73100000.0,132300000.0,205400000.0
29421,tt2674426,7.4,Me Before You,"Drama,Romance",56200000.0,152100000.0,208300000.0
29437,tt2752772,5.3,Sinister 2,"Horror,Mystery,Thriller",27700000.0,25100000.0,52800000.0
29480,tt2877476,6.0,Win Win,Comedy,10200000.0,652000.0,10852000.0
29495,tt2918436,5.2,The Lazarus Effect,"Horror,Mystery,Sci-Fi",25800000.0,12600000.0,38400000.0
29503,tt2935476,7.1,Far from the Madding Crowd,"Drama,Romance",12200000.0,18000000.0,30200000.0
29637,tt3244466,6.9,Love Thy Nature,Documentary,41100.0,11800.0,52900.0
29730,tt3480796,4.2,Vice,"Action,Adventure,Sci-Fi",47800000.0,28200000.0,76000000.0
29764,tt3566920,3.8,The Other Side of the Door,Drama,3000000.0,11300000.0,14300000.0
29797,tt3659388,8.0,The Martian,"Adventure,Drama,Sci-Fi",228400000.0,401700000.0,630100000.0
29818,tt3707114,7.4,Janis: Little Girl Blue,"Biography,Documentary,Music",410000.0,1200000.0,1610000.0
29898,tt7130472,8.4,Stronger,"Action,Sport",4200000.0,4200000.0,8400000.0
30168,tt0780653,5.8,The Wolfman,"Drama,Fantasy,Horror",62000000.0,77800000.0,139800000.0
30169,tt0787524,7.2,The Man Who Knew Infinity,"Biography,Drama",3900000.0,8400000.0,12300000.0
30178,tt1020558,6.4,Centurion,"Action,Adventure,Drama",124000.0,6700000.0,6824000.0
30186,tt1045658,7.7,Silver Linings Playbook,"Comedy,Drama,Romance",132100000.0,104300000.0,236400000.0
30187,tt1047540,6.1,Parental Guidance,"Comedy,Family",77300000.0,42500000.0,119800000.0
30235,tt1964418,6.4,Tomorrowland,"Action,Adventure,Family",93400000.0,115700000.0,209100000.0
30238,tt1967545,6.9,Labor Day,"Drama,Romance",13400000.0,6900000.0,20300000.0
30345,tt2126357,5.8,Second Act,"Comedy,Drama,Romance",39300000.0,33000000.0,72300000.0
30437,tt2245084,7.8,Big Hero 6,"Action,Adventure,Animation",222500000.0,435300000.0,657800000.0
30450,tt2250912,7.5,Spider-Man: Homecoming,"Action,Adventure,Sci-Fi",334200000.0,546000000.0,880200000.0
30811,tt2948356,8.0,Zootopia,"Adventure,Animation,Comedy",341300000.0,682500000.0,1023800000.0
30963,tt3385516,7.0,X-Men: Apocalypse,"Action,Adventure,Sci-Fi",155400000.0,388500000.0,543900000.0
30997,tt3469046,6.3,Despicable Me 3,"Adventure,Animation,Comedy",264600000.0,770200000.0,1034800000.0
31004,tt3488710,7.3,The Walk,"Adventure,Biography,Drama",10100000.0,51000000.0,61100000.0
31019,tt3532216,7.2,American Made,"Action,Biography,Comedy",51300000.0,83500000.0,134800000.0
31027,tt3564472,6.2,Girls Trip,"Comedy,Drama",115200000.0,25400000.0,140600000.0
31505,tt5220122,6.3,Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",167500000.0,361100000.0,528600000.0
31636,tt5726086,5.7,Insidious: The Last Key,"Horror,Mystery,Thriller",67700000.0,100100000.0,167800000.0
31844,tt6573444,6.9,Human Flow,Documentary,528000.0,1300000.0,1828000.0
31931,tt1247690,5.4,Serena,"Drama,History,Romance",176000.0,4900000.0,5076000.0
31935,tt1279935,6.3,Date Night,"Comedy,Crime,Romance",98700000.0,53600000.0,152300000.0
31938,tt1291465,7.2,Raajneeti,"Crime,Drama",1500000.0,11100000.0,12600000.0
31942,tt1307068,6.7,Seeking a Friend for the End of the World,"Adventure,Comedy,Drama",7100000.0,2600000.0,9700000.0
31961,tt1397280,6.3,Taken 2,"Action,Thriller",139900000.0,236300000.0,376200000.0
31962,tt1399683,7.2,Winter's Bone,"Drama,Mystery",6500000.0,7300000.0,13800000.0
31974,tt1446714,7.0,Prometheus,"Adventure,Mystery,Sci-Fi",126500000.0,276900000.0,403400000.0
32013,tt1535970,6.5,The Ledge,"Drama,Romance,Thriller",9200.0,602000.0,611200.0
32059,tt1610452,7.2,Band Baaja Baaraat,"Comedy,Drama,Romance",43800.0,60700.0,104500.0
32100,tt1655460,5.6,Wanderlust,"Comedy,Romance",17500000.0,4200000.0,21700000.0
32134,tt1691323,6.2,Attenberg,Drama,24000.0,45900.0,69900.0
32196,tt1742650,4.9,I Don't Know How She Does It,"Comedy,Romance",9700000.0,20900000.0,30600000.0
32310,tt1876409,8.0,Oblivion,Thriller,89100000.0,197100000.0,286200000.0
32351,tt1951264,7.5,The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",424700000.0,440300000.0,865000000.0
32364,tt1974420,5.7,Rules Don't Apply,"Comedy,Drama,Romance",3700000.0,233000.0,3933000.0
32479,tt2132374,6.3,Life's a Breeze,"Comedy,Drama",3500.0,99700.0,103200.0
32498,tt2172934,6.2,3 Days to Kill,"Action,Drama,Thriller",30700000.0,21900000.0,52600000.0
32590,tt2294449,7.0,22 Jump Street,"Action,Comedy,Crime",191700000.0,139600000.0,331300000.0
32613,tt2333804,6.1,The Zero Theorem,"Comedy,Drama,Fantasy",258000.0,513000.0,771000.0
32630,tt2363363,6.3,Robin Hood,"Action,Drama",105300000.0,216400000.0,321700000.0
32633,tt2369135,6.5,Need for Speed,"Action,Crime,Thriller",43600000.0,159700000.0,203300000.0
32735,tt2543164,7.9,Arrival,"Drama,Mystery,Sci-Fi",100500000.0,102800000.0,203300000.0
32751,tt2582802,8.5,Whiplash,"Drama,Music",13100000.0,35900000.0,49000000.0
32810,tt2771372,6.8,Veronica Mars,"Crime,Drama,Mystery",3300000.0,195000.0,3495000.0
32827,tt2823054,6.0,Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",46000000.0,31100000.0,77100000.0
32991,tt3262342,7.8,Loving Vincent,"Animation,Biography,Crime",6700000.0,35500000.0,42200000.0
33028,tt3348730,5.8,Jigsaw,"Crime,Horror,Mystery",38100000.0,64900000.0,103000000.0
33416,tt4550098,7.5,Nocturnal Animals,"Drama,Thriller",10700000.0,19600000.0,30300000.0
33445,tt4651520,6.2,Bad Moms,Comedy,113300000.0,70700000.0,184000000.0
33520,tt4977530,6.7,Viceroy's House,"Biography,Drama,History",1100000.0,6700000.0,7800000.0
33555,tt5117670,6.6,Peter Rabbit,"Adventure,Animation,Comedy",115300000.0,236000000.0,351300000.0
33575,tt5164432,7.6,"Love, Simon","Comedy,Drama,Romance",40800000.0,25500000.0,66300000.0
33639,tt5462602,7.6,The Big Sick,"Comedy,Drama,Romance",42900000.0,13500000.0,56400000.0
33728,tt5825380,6.2,Wonder Wheel,Drama,1400000.0,14500000.0,15900000.0
33743,tt5884230,6.5,Brad's Status,"Comedy,Drama,Music",2100000.0,1700000.0,3800000.0
33868,tt6352548,5.6,Poster Boys,Comedy,97000.0,2400000.0,2497000.0
33913,tt0918940,6.3,The Legend of Tarzan,"Action,Adventure,Drama",126600000.0,230100000.0,356700000.0
33926,tt1034389,6.2,The Eagle,"Action,Adventure,Drama",19500000.0,7600000.0,27100000.0
34044,tt4056738,6.1,Do You Believe?,Drama,13000000.0,1400000.0,14400000.0
34089,tt4193394,6.8,Indignation,"Drama,Romance",3400000.0,523000.0,3923000.0
34235,tt4624424,6.8,Storks,"Adventure,Animation,Comedy",72700000.0,110700000.0,183400000.0
34542,tt5715410,6.1,The Son of Bigfoot,"Adventure,Animation,Comedy",289000.0,46800000.0,47089000.0
34793,tt1020072,7.5,Selma,"Biography,Drama,History",52100000.0,14700000.0,66800000.0
34799,tt1821658,5.7,The Nut Job,"Adventure,Animation,Comedy",64300000.0,56600000.0,120900000.0
34858,tt1878870,7.3,The Edge of Seventeen,"Comedy,Drama",14400000.0,4400000.0,18800000.0
34879,tt1921064,5.5,Pompeii,"Action,Adventure,Drama",23200000.0,94600000.0,117800000.0
34894,tt1945037,7.0,Begin Again,"Drama,Family",16200000.0,47300000.0,63500000.0
34896,tt1951181,6.6,The Immigrant,"Drama,Romance",2000000.0,3800000.0,5800000.0
34912,tt1972591,6.8,King Arthur: Legend of the Sword,"Action,Adventure,Drama",39200000.0,109500000.0,148700000.0
34987,tt2080374,7.2,Steve Jobs,"Biography,Drama",17800000.0,16700000.0,34500000.0
35071,tt2191701,5.4,Grown Ups 2,Comedy,133699999.0,113300000.0,246999999.0
35113,tt2258345,6.2,Fading Gigolo,Comedy,3800000.0,9600000.0,13400000.0
35125,tt2267998,8.1,Gone Girl,"Drama,Mystery,Thriller",167800000.0,201600000.0,369400000.0
35231,tt2380307,8.4,Coco,"Adventure,Animation,Comedy",209700000.0,597400000.0,807100000.0
35236,tt2381991,6.1,The Huntsman: Winter's War,"Action,Adventure,Drama",48400000.0,116600000.0,165000000.0
35267,tt2436386,6.4,Project Almanac,"Drama,Mystery,Sci-Fi",22300000.0,10900000.0,33200000.0
35276,tt2452042,7.1,The Peanuts Movie,"Adventure,Animation,Comedy",130199999.0,116100000.0,246299999.0
35351,tt2626350,6.0,Step Up All In,"Drama,Music,Romance",14900000.0,71300000.0,86200000.0
35371,tt2702724,5.4,The Boss,Comedy,63300000.0,15600000.0,78900000.0
35476,tt3007512,7.1,The Water Diviner,"Drama,History,War",4200000.0,34000000.0,38200000.0
35506,tt3095734,5.7,Monster Trucks,"Action,Adventure,Comedy",33400000.0,31100000.0,64500000.0
35512,tt3110960,6.7,Jimmy's Hall,"Biography,Drama,History",561000.0,2600000.0,3161000.0
35542,tt3179568,6.7,"Men, Women & Children","Comedy,Drama",706000.0,1500000.0,2206000.0
35582,tt3289724,6.1,Welcome to Marwen,"Biography,Comedy,Drama",10800000.0,2100000.0,12900000.0
35638,tt3495026,7.1,Fan,"Action,Drama,Thriller",2300000.0,25900000.0,28200000.0
35643,tt3501632,7.9,Thor: Ragnarok,"Action,Adventure,Comedy",315100000.0,538900000.0,854000000.0
35688,tt6580564,7.5,102 Not Out,"Comedy,Drama",1300000.0,10900000.0,12200000.0
35689,tt6588966,7.5,Hichki,"Comedy,Drama",330000.0,3900000.0,4230000.0
36052,tt0458413,6.4,A Long Way Down,"Comedy,Drama",13300.0,7200000.0,7213300.0
36055,tt1028576,7.2,Secretariat,"Biography,Drama,Family",59700000.0,537000.0,60237000.0
36058,tt1041804,4.3,The Nutcracker in 3D,"Action,Family,Fantasy",195000.0,16000000.0,16195000.0
36062,tt1091191,7.5,Lone Survivor,"Action,Biography,Drama",125100000.0,29700000.0,154800000.0
36070,tt1189340,7.3,The Lincoln Lawyer,"Crime,Drama,Thriller",58000000.0,17000000.0,75000000.0
36073,tt1216475,6.2,Cars 2,"Adventure,Animation,Comedy",191500000.0,370700000.0,562200000.0
36078,tt1231587,6.4,Hot Tub Time Machine,"Comedy,Sci-Fi",50300000.0,14300000.0,64600000.0
36091,tt1291584,8.2,Warrior,"Drama,Sport",13700000.0,9400000.0,23100000.0
36107,tt1361313,5.9,The Extra Man,Comedy,453000.0,4500.0,457500.0
36110,tt1373156,7.0,Karthik Calling Karthik,"Drama,Mystery,Thriller",286000.0,7100.0,293100.0
36133,tt1455811,5.8,Khatta Meetha,"Comedy,Crime,Drama",542000.0,499000.0,1041000.0
36134,tt1464540,6.1,I Am Number Four,"Action,Adventure,Sci-Fi",55100000.0,94800000.0,149900000.0
36162,tt1536048,6.3,W.E.,"Drama,History,Romance",583000.0,285000.0,868000.0
36168,tt1547234,6.5,Premium Rush,"Action,Crime,Thriller",20300000.0,10800000.0,31100000.0
36189,tt1587707,8.0,Exit Through the Gift Shop,"Comedy,Crime,Documentary",3300000.0,2000000.0,5300000.0
36195,tt1596350,6.3,This Means War,"Action,Comedy,Romance",54800000.0,101700000.0,156500000.0
36219,tt1621039,5.9,Free Birds,"Adventure,Animation,Comedy",55800000.0,54600000.0,110400000.0
36234,tt1637688,6.7,In Time,"Action,Crime,Drama",37500000.0,136400000.0,173900000.0
36343,tt1767382,5.3,Silent House,"Drama,Horror,Mystery",12800000.0,347000.0,13147000.0
36419,tt1854564,5.8,Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",68600000.0,131300000.0,199900000.0
36420,tt1855199,7.6,End of Watch,"Action,Crime,Drama",41000000.0,7100000.0,48100000.0
36600,tt2091256,6.2,Captain Underpants: The First Epic Movie,"Action,Animation,Comedy",73900000.0,51600000.0,125500000.0
36603,tt2094766,5.8,Assassin's Creed,"Action,Adventure,Sci-Fi",54600000.0,186300000.0,240900000.0
36813,tt2404425,7.3,Woman in Gold,"Biography,Drama,History",33299999.0,28300000.0,61599999.0
36833,tt2446042,6.0,Taken 3,"Action,Thriller",89300000.0,237200000.0,326500000.0
36844,tt2473682,5.0,Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",32500000.0,58400000.0,90900000.0
36901,tt2627798,3.8,The Last Station,Drama,6600000.0,6900000.0,13500000.0
36908,tt2637276,6.3,Ted 2,Comedy,81500000.0,135200000.0,216700000.0
36916,tt2660888,7.1,Star Trek Beyond,"Action,Adventure,Sci-Fi",158800000.0,184600000.0,343400000.0
37138,tt3289728,6.1,Equals,"Drama,Romance,Sci-Fi",33300.0,2100000.0,2133300.0
37192,tt3450650,4.4,Paul Blart: Mall Cop 2,"Action,Comedy,Crime",71000000.0,36600000.0,107600000.0
37254,tt3576728,8.0,Bilal: A New Breed of Hero,"Action,Adventure,Animation",491000.0,1700000.0,2191000.0
37255,tt3577624,6.8,A Perfect Day,"Comedy,Drama,War",14000.0,1700000.0,1714000.0
37301,tt6651330,7.2,Goodbye Mr. Loser,Comedy,1300000.0,226800000.0,228100000.0
37650,tt0840361,7.6,The Town,"Crime,Drama,Thriller",92200000.0,61800000.0,154000000.0
37653,tt0970866,5.5,Little Fockers,"Comedy,Romance",148400000.0,162200000.0,310600000.0
37654,tt0974015,6.5,Justice League,"Action,Adventure,Fantasy",229000000.0,428900000.0,657900000.0
37655,tt0993842,6.8,Hanna,"Action,Drama,Thriller",40300000.0,23500000.0,63800000.0
37665,tt1032751,6.3,The Warrior's Way,"Action,Fantasy,Western",5700000.0,5400000.0,11100000.0
37667,tt1093357,4.9,The Darkest Hour,"Action,Adventure,Horror",21400000.0,43200000.0,64600000.0
37670,tt1121096,5.5,Seventh Son,"Action,Adventure,Fantasy",17200000.0,97000000.0,114200000.0
37675,tt1172991,6.8,The Company Men,Drama,4400000.0,441000.0,4841000.0
37689,tt1268204,7.9,Waste Land,Documentary,188000.0,88700.0,276700.0
37691,tt1274300,5.4,The Tempest,"Comedy,Drama,Fantasy",278000.0,68700.0,346700.0
37692,tt1284575,5.7,Bad Teacher,"Comedy,Romance",100300000.0,115900000.0,216200000.0
37716,tt1403988,5.1,The Romantics,"Comedy,Drama,Romance",107000.0,17300.0,124300.0
37717,tt1407061,5.9,Just Wright,"Comedy,Romance,Sport",21500000.0,29900.0,21529900.0
37723,tt1430612,5.7,Brick Mansions,"Action,Crime",20400000.0,48500000.0,68900000.0
37728,tt1457767,7.5,The Conjuring,"Horror,Mystery,Thriller",137400000.0,182100000.0,319500000.0
37761,tt1541160,6.4,Flypaper,"Comedy,Crime,Mystery",5000.0,3100000.0,3105000.0
37768,tt1558250,7.7,GasLand,Documentary,30800.0,18600.0,49400.0
37782,tt1578261,5.2,Break Ke Baad,"Comedy,Drama,Romance",428000.0,389000.0,817000.0
37791,tt1587310,7.0,Maleficent,"Action,Adventure,Family",241400000.0,517100000.0,758500000.0
37803,tt1596343,7.3,Fast Five,"Action,Crime,Thriller",209800000.0,416300000.0,626100000.0
37830,tt1625346,6.3,Young Adult,"Comedy,Drama",16300000.0,6600000.0,22900000.0
37832,tt1629705,6.6,Blackthorn,"Action,Adventure,Western",201000.0,423000.0,624000.0
37860,tt1657507,6.4,Colombiana,"Action,Drama,Thriller",36700000.0,24300000.0,61000000.0
37995,tt1790885,7.4,Zero Dark Thirty,"Drama,Thriller",95700000.0,37100000.0,132800000.0
38000,tt1800302,6.7,Gold,"Adventure,Drama,Thriller",7200000.0,7700000.0,14900000.0
38058,tt1853728,8.4,Django Unchained,"Drama,Western",162800000.0,262600000.0,425400000.0
38130,tt1961175,6.2,American Assassin,"Action,Thriller",36200000.0,31000000.0,67200000.0
38133,tt1972571,6.8,A Most Wanted Man,"Crime,Drama,Thriller",17200000.0,19000000.0,36200000.0
38144,tt1995390,6.2,Our Kind of Traitor,"Crime,Drama,Thriller",3200000.0,7600000.0,10800000.0
38183,tt2056771,6.4,A Bigger Splash,"Drama,Thriller",2000000.0,5500000.0,7500000.0
38189,tt2069955,4.3,The Mule,"Crime,Drama,Mystery",103800000.0,68700000.0,172500000.0
38233,tt2109184,4.6,Paranormal Activity 4,"Horror,Mystery,Thriller",53900000.0,88900000.0,142800000.0
38234,tt2109248,5.7,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",245400000.0,858600000.0,1104000000.0
38329,tt2226597,6.4,The Mountain Between Us,"Action,Adventure,Drama",30300000.0,32500000.0,62800000.0
38390,tt2296404,6.2,Tai Chi Hero,"Action,Adventure",35100.0,347000.0,382100.0
38407,tt2316411,6.9,Enemy,"Mystery,Thriller",1000000.0,2400000.0,3400000.0
38439,tt2357291,6.3,Rio 2,"Adventure,Animation,Comedy",131500000.0,368600000.0,500100000.0
38508,tt2473794,6.8,Mr. Turner,"Biography,Drama,History",4000000.0,18200000.0,22200000.0
38694,tt2974918,5.1,Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy",85900000.0,148900000.0,234800000.0
38717,tt3045616,5.5,Mortdecai,"Action,Comedy,Crime",7700000.0,39600000.0,47300000.0
38891,tt3521164,7.6,Moana,"Adventure,Animation,Comedy",248800000.0,394600000.0,643400000.0
39066,tt7349662,7.5,BlacKkKlansman,"Biography,Crime,Drama",49300000.0,44000000.0,93300000.0
39349,tt0816442,7.6,The Book Thief,"Drama,War",21500000.0,55100000.0,76600000.0
39356,tt0993846,8.2,The Wolf of Wall Street,"Biography,Crime,Drama",116900000.0,275100000.0,392000000.0
39371,tt1850397,6.3,The Loft,"Mystery,Romance,Thriller",6000000.0,4099999.0,10099999.0
39408,tt1915581,6.1,Magic Mike,"Comedy,Drama",113700000.0,53500000.0,167200000.0
39480,tt2017020,5.4,The Smurfs 2,"Adventure,Animation,Comedy",71000000.0,276500000.0,347500000.0
39490,tt2042568,7.5,Inside Llewyn Davis,"Drama,Music",13200000.0,19700000.0,32900000.0
39594,tt2183034,5.8,Earth to Echo,"Adventure,Family,Sci-Fi",38900000.0,6400000.0,45300000.0
39656,tt2278388,8.1,The Grand Budapest Hotel,"Adventure,Comedy,Crime",59300000.0,115500000.0,174800000.0
39686,tt2322441,4.1,Fifty Shades of Grey,"Drama,Romance,Thriller",166200000.0,404800000.0,571000000.0
40027,tt3195742,6.5,Journey to the South Pacific,Documentary,7600000.0,6500000.0,14100000.0
40348,tt7690638,7.4,Soorma,"Biography,Drama,Sport",390000.0,6200000.0,6590000.0
40541,tt0470752,7.7,Ex Machina,"Drama,Mystery,Sci-Fi",25400000.0,11400000.0,36800000.0
40546,tt1126591,6.4,Burlesque,"Drama,Music,Musical",39400000.0,50100000.0,89500000.0
40547,tt1132449,4.8,Lay the Favorite,"Comedy,Drama,Romance",21000.0,1600000.0,1621000.0
40554,tt1196340,6.6,Inhale,"Drama,Thriller",4100.0,51000.0,55100.0
40559,tt1210819,6.4,The Lone Ranger,"Action,Adventure,Western",89300000.0,171200000.0,260500000.0
40566,tt1244659,6.5,Extraordinary Measures,Drama,12100000.0,3100000.0,15200000.0
40582,tt1321870,6.7,Gangster Squad,"Action,Crime,Drama",46000000.0,59200000.0,105200000.0
40602,tt1365519,6.3,Tomb Raider,"Action,Adventure,Fantasy",58300000.0,216400000.0,274700000.0
40603,tt1366409,6.3,Miral,"Drama,History",373000.0,527000.0,900000.0
40607,tt1389127,5.7,Texas Killing Fields,"Crime,Drama,History",45500.0,912000.0,957500.0
